actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path,ocr_attempts
1,D669.3/LJ,D669.3/LJ,0.9917,True,yellow,边缘或窄 crop 临近编号书号，末位数字需人工复核,,"[0, 660, 8, 101]","[4, 650, 39, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_001.jpg,[]
2,"D669,3/LJ2",D669.3/LJ2,0.9329,True,green,排序正确,2,"[0, 655, 8, 120]","[45, 650, 42, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_002.jpg,[]
3,D669.3/LJ4,D669.3/LJ4,0.9941,True,green,排序正确,3,"[0, 654, 8, 120]","[84, 650, 42, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_003.jpg,[]
4,D669.3/LJ 5,D669.3/LJ5,0.9537,True,green,排序正确,4,"[0, 662, 8, 104]","[132, 650, 39, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_004.jpg,[]
5,D669.3/LJD2,D669.3/LJD2,0.9936,True,green,排序正确,5,"[0, 663, 8, 121]","[173, 650, 42, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_005.jpg,[]
6,D669.3/LJE,D669.3/LJE,0.9954,True,green,排序正确,6,"[0, 661, 8, 105]","[219, 650, 37, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_006.jpg,[]
7,D669.3/LJJ,D669.3/LJJ,0.9940,True,green,排序正确,7,"[0, 664, 8, 104]","[281, 650, 39, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_007.jpg,[]
8,D669.3/LJJ1,D669.3/LJJ1,0.9932,True,green,排序正确,8,"[0, 661, 8, 112]","[304, 650, 40, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_008.jpg,[]
9,D669.3/LJJ2,D669.3/LJJ2,0.0000,True,yellow,根据相邻薄书编号推测，建议人工复核,,"[338, 644, 1, 160]","[338, 644, 47, 160]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_009.jpg,[]
10,D669.3/LJJ5,D669.3/LJJ5,0.9977,True,green,排序正确,9,"[0, 665, 8, 113]","[387, 650, 35, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_011.jpg,[]
11,D669.3/LJJ7,D669.3/LJJ7,0.9958,True,green,排序正确,10,"[0, 660, 8, 113]","[423, 650, 37, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_012.jpg,[]
12,D669.3/LJJ8,D669.3/LJJ8,0.9978,True,green,排序正确,11,"[0, 658, 8, 116]","[469, 650, 36, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_013.jpg,[]
13,D669.3/LJS,D669.3/LJS,0.9946,True,green,排序正确,12,"[0, 661, 8, 104]","[507, 650, 36, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_014.jpg,[]
14,D669.3/LJS1,D669.3/LJS1,0.9849,True,green,排序正确,13,"[0, 666, 8, 104]","[549, 650, 35, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_015.jpg,[]
15,D669.3/LL,D669.3/LL,0.9898,True,green,排序正确,14,"[0, 670, 8, 93]","[589, 650, 35, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_016.jpg,[]
16,D669.3/LL1,D669.3/LL1,0.9936,True,green,排序正确,15,"[0, 653, 8, 117]","[636, 650, 34, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_017.jpg,[]
17,D669.3/LL2,D669.3/LL2,0.9903,True,green,排序正确,16,"[0, 664, 8, 117]","[675, 650, 36, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_018.jpg,[]
18,D669.3/LLJ,D669.3/LLJ,0.9965,True,green,排序正确,17,"[0, 659, 8, 104]","[713, 650, 36, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_019.jpg,[]
19,D669.3/LLJ1,D669.3/LLJ1,0.9962,True,green,排序正确,18,"[0, 675, 8, 103]","[753, 650, 34, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_020.jpg,[]
20,D669.3/LLR,D669.3/LLR,0.9974,True,green,排序正确,19,"[0, 671, 8, 104]","[793, 650, 33, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_021.jpg,[]
21,D669.3/LLR,D669.3/LLR,0.9978,True,green,排序正确,20,"[0, 676, 8, 104]","[830, 650, 33, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_022.jpg,[]
22,D669.3/LLW,D669.3/LLW,0.9969,True,green,排序正确,21,"[0, 665, 8, 101]","[865, 650, 34, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_023.jpg,[]
23,D669.3/LM1,D669.3/LM1,0.9978,True,green,排序正确,22,"[0, 660, 8, 120]","[911, 650, 39, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_024.jpg,[]
24,D669.3/LM2,D669.3/LM2,0.9943,True,green,排序正确,23,"[0, 661, 8, 119]","[954, 650, 37, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_025.jpg,[]
25,D669.3/LM 3,D669.3/LM3,0.9576,True,green,排序正确,24,"[0, 673, 8, 105]","[1011, 650, 35, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_026.jpg,[]
26,D669.3/LMJ,D669.3/LMJ,0.9970,True,green,排序正确,25,"[0, 673, 8, 101]","[1049, 650, 34, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_027.jpg,[]
27,D669.3/LMP,D669.3/LMP,0.9927,True,green,排序正确,26,"[0, 663, 8, 108]","[1078, 650, 41, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_028.jpg,[]
28,D669.3/LNZ,D669.3/LNZ,0.9966,True,green,排序正确,27,"[0, 672, 8, 103]","[1140, 650, 38, 148]",stage5_mobile_results\final_demo_results\standard\IMG20260517094422\crops\ocr_crop_029.jpg,[]
