actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path,ocr_attempts
1,D669.3/QLY,D669.3/QLY,0.9952,True,green,排序正确,1,"[0, 758, 8, 103]","[16, 683, 48, 178]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_001.jpg,[]
2,D669.3/QMH,D669.3/QMH,0.9960,True,green,排序正确,2,"[0, 756, 8, 102]","[57, 683, 46, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_002.jpg,[]
3,D669.3/QQP,D669.3/QQP,0.9960,True,green,排序正确,3,"[0, 748, 8, 103]","[95, 683, 47, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_003.jpg,[]
4,D669.3/QZ,D669.3/QZ,0.9937,True,green,排序正确,4,"[0, 745, 8, 93]","[142, 683, 46, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_004.jpg,[]
5,D669.3/QZ1,D669.3/QZ1,0.9760,True,green,排序正确,5,"[0, 727, 8, 111]","[204, 683, 46, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_005.jpg,[]
6,D669.3/RDJ,D669.3/RDJ,0.9964,True,green,排序正确,6,"[0, 730, 8, 94]","[257, 683, 44, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_006.jpg,[]
7,D669.3/RGJ,D669.3/RGJ,0.9967,True,green,排序正确,7,"[0, 727, 8, 101]","[294, 683, 44, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_007.jpg,[]
8,D669.3/RZW,D669.3/RZW,0.9821,True,green,排序正确,8,"[0, 723, 8, 101]","[339, 683, 42, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_008.jpg,[]
9,D669.3/RYX,D669.3/RYX,0.9973,True,green,排序正确,9,"[0, 728, 8, 99]","[388, 683, 41, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_009.jpg,[]
10,D669.3/RZZ,D669.3/RZZ,0.9865,True,green,排序正确,10,"[0, 705, 8, 124]","[434, 683, 42, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_010.jpg,[]
11,D669.3/SCM,D669.3/SCM,0.9960,True,green,排序正确,11,"[0, 709, 8, 100]","[471, 683, 42, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_011.jpg,[]
12,D669.3/SDC,D669.3/SDC,0.9982,True,green,排序正确,12,"[0, 714, 8, 100]","[512, 683, 38, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_012.jpg,[]
13,D669.3/SDL,D669.3/SDL,0.9985,True,green,排序正确,13,"[0, 708, 8, 100]","[557, 683, 40, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_013.jpg,[]
14,D669.3/SDL1,D669.3/SDL1,0.9981,True,green,排序正确,14,"[0, 696, 8, 109]","[601, 683, 42, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_014.jpg,[]
15,D669.3/SGL,D669.3/SGL,0.9978,True,green,排序正确,15,"[0, 709, 8, 95]","[653, 683, 34, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_015.jpg,[]
16,D669.3/SH,D669.3/SH,0.9977,True,green,排序正确,16,"[0, 702, 8, 85]","[693, 683, 38, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_016.jpg,[]
17,D669.3/SHG,D669.3/SHG,0.9989,True,green,排序正确,17,"[0, 698, 8, 93]","[726, 683, 34, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_017.jpg,[]
18,D009.3/ SHI D669. 3/SHL  ,D009.3/SHID669,0.5363,True,yellow,OCR 置信度较低,,"[759, 677, 1, 187]","[759, 677, 54, 187]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_018.jpg,[]
19,D669.3/SKJ D669.3/SHY,D669.3/SKJD669,0.6400,True,yellow,OCR 置信度较低,,"[803, 677, 1, 187]","[803, 677, 54, 187]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_019.jpg,[]
20,D669.3/SL,D669.3/SL,0.9921,True,green,排序正确,18,"[0, 700, 8, 85]","[857, 683, 34, 175]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_020.jpg,[]
21,D669.3/SLL D669. 3/SL 1,D669.3/SLLD669,0.6400,True,yellow,OCR 置信度较低,,"[896, 677, 1, 187]","[896, 677, 54, 187]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_021.jpg,[]
22,D669.3/SML D669.3/SLM,D669.3/SMLD669,0.6400,True,yellow,OCR 置信度较低,,"[946, 677, 1, 187]","[946, 677, 54, 187]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_022.jpg,[]
23,D669.3/SQZ,D669.3/SQZ,0.6400,True,yellow,OCR 置信度较低,,"[995, 677, 1, 187]","[995, 677, 54, 187]",stage5_mobile_results\final_demo_results\standard\IMG20260517094708\crops\ocr_crop_023.jpg,[]
